RNC,Zone,Issue,Date,,,,
Q321006361-2,4,7,4,,,,
Q321006384-1,MTS,3,4,,,,
Q321006421-1,32,10,4,,,,
Q321006422-1,2,1,4,,,,
Q321006426-1,33,1,4,,,,
Q321006426-2,33,1,4,,,,
Q321006426-3,33,7,4,,,,
Q321006426-4,33,7,4,,,,
Q321006440-1,MTS,3,4,,,,
Q321006445-1,MTS,1,4,,,,
Q321006453-1,4,1,4,,,,
Q321006454-1,4,1,4,,,,
Q321006455-1,4,1,4,,,,
Q321006458-1,4,1,4,,,,
Q321006459-1,4,1,4,,,,
Q321006460-1,4,1,4,,,,
Q321006461-1,4,1,4,,,,
Q321006462-1,4,1,4,,,,
Q321006463-1,4,1,4,,,,
Q321006464-1,4,2,4,,,,
Q321006465-1,4,2,4,,,,
Q321006466-1,4,2,4,,,,
Q321006481-1,MTS,2,4,,,,
Q321006482-1,MTS,2,4,,,,
Q321006514-1,4,2,4,,,,
Q321006516-1,31,2,4,,,,
Q321006523-1,33,3,4,,,,
Q321006531-1,MTS,4,4,,,,
Q321006534-1,34,7,4,,,,
Q321006567-1,MTS,1,4,,,,
Q321006572-1,4,3,4,,,,
Q321006577-1,33,6,4,,,,
Q321006577-2,33,6,4,,,,
Q321006610-1,34,6,4,,,,
Q321006626-1,4,4,4,,,,
Q321006655-1,31,5,4,,,,
Q321006660-1,34,1,4,,,,
Q321006660-2,34,1,4,,,,
Q321006681-1,1,1,4,,,,
Q321006696-1,MTS,1,4,,,,
Q321006697-1,34,4,4,,,,
Q321006698-10,34,1,4,,,,
Q321006698-11,34,4,4,,,,
Q321006698-3,34,3,4,,,,
Q321006698-5,34,1,4,,,,
Q321006698-7,34,3,4,,,,
Q321006698-8,34,3,4,,,,
Q321006698-9,34,1,4,,,,
Q321006718-1,31,1,4,,,,
Q321006718-2,31,1,4,,,,
Q321006724-1,1,2,4,,,,
Q321006756-1,4,4,4,,,,
Q321006761-1,32,3,4,,,,
Q321006763-1,32,11,4,,,,
Q321006790-1,MTS,1,4,,,,
Q321006844-1,4,4,4,,,,
Q321006852-1,34,7,4,,,,
Q321006862-1,32,6,4,,,,
Q321006867-1,34,3,4,,,,
Q321006872-1,33,7,4,,,,
Q321006874-1,32,10,4,,,,
Q321006882-2,33,2,4,,,,
Q321006883-2,MTS,1,4,,,,
Q321006887-1,34,1,4,,,,
Q321006900-2,34,3,4,,,,
Q321006914-1,31,2,4,,,,
Q321006914-2,31,2,4,,,,
Q321006921-1,34,1,4,,,,
Q321006928-1,34,3,4,,,,
Q321006934-1,32,10,4,,,,
Q321006935-1,32,10,4,,,,
Q321006936-1,32,10,4,,,,
Q321006937-1,32,10,4,,,,
Q321006938-1,32,10,4,,,,
Q321006939-1,32,10,4,,,,
Q321006940-1,32,10,4,,,,
Q321006941-1,32,10,4,,,,
Q321006942-1,32,10,4,,,,
Q321006943-1,32,10,4,,,,
Q321006944-1,32,10,4,,,,
Q321006945-1,32,10,4,,,,
Q321006946-1,34,1,4,,,,
Q321006963-1,32,8,4,,,,
Q321006965-1,34,2,4,,,,
Q321006966-1,34,2,4,,,,
Q321006966-2,34,2,4,,,,
Q321006966-3,34,2,4,,,,
Q321006966-4,34,2,4,,,,
Q321006966-5,34,2,4,,,,
Q321006966-6,34,2,4,,,,
Q321006966-8,34,2,4,,,,
Q321006968-1,4,4,4,,,,
Q321006973-1,4,2,4,,,,
Q321006980-1,32,8,4,,,,
Q321006982-1,33,1,4,,,,
Q321006982-2,33,1,4,,,,
Q321007060-1,1,1,4,,,,
Q321007081-1,4,2,4,,,,
Q321007090-1,34,3,4,,,,
Q321007092-1,4,1,4,,,,
Q321007094-2,31,1,4,,,,
Q321007094-3,31,1,4,,,,
Q321007098-1,33,6,4,,,,
Q321007098-2,33,6,4,,,,
Q321007099-1,33,3,4,,,,
Q321007101-10,34,3,4,,,,
Q321007101-4,34,4,4,,,,
Q321007101-5,34,3,4,,,,
Q321007101-6,34,3,4,,,,
Q321007101-7,34,1,4,,,,
Q321007101-8,34,1,4,,,,
Q321007101-9,34,3,4,,,,
Q321007118-1,34,3,4,,,,
Q321007118-2,34,1,4,,,,
Q321007187-1,MTS,2,4,,,,
Q321007198-1,2,1,4,,,,
Q321007199-1,33,2,4,,,,
Q321007208-1,31,5,4,,,,
Q321007211-1,4,4,4,,,,
Q321007215-1,33,4,4,,,,
Q321007215-2,33,4,4,,,,
Q321007215-3,33,4,4,,,,
Q321007218-1,2,1,4,,,,
Q321007219-1,4,8,4,,,,
Q321007242-1,32,5,4,,,,
Q321007254-1,1,2,4,,,,
Q321007267-1,34,6,4,,,,
Q321007282-1,34,1,4,,,,
Q321007302-1,4,1,4,,,,
Q321007310-1,33,1,4,,,,
Q321007310-2,33,1,4,,,,
Q321007312-1,33,6,4,,,,
Q321007312-2,33,6,4,,,,
Q321007319-1,32,5,4,,,,
Q321007335-1,4,3,4,,,,
Q321007341-1,4,3,4,,,,
Q321007389-2,34,1,4,,,,
Q321007395-1,4,1,4,,,,
Q321007396-1,4,1,4,,,,
Q321007398-1,34,4,4,,,,
Q321007408-1,MTS,3,4,,,,
Q321007517-1,4,8,4,,,,
Q321007533-1,32,11,4,,,,
Q321007537-1,34,3,4,,,,
Q321007541-1,32,3,4,,,,
Q321007552-1,34,1,4,,,,
Q321007553-1,4,4,4,,,,
Q321007559-1,4,2,4,,,,
Q321007582-1,4,6,4,,,,
Q321007585-1,33,6,4,,,,
Q321007585-2,33,2,4,,,,
Q321007589-2,31,2,4,,,,
Q321007656-1,4,2,4,,,,
Q321007661-2,31,1,4,,,,
Q321007690-1,1,2,4,,,,
Q321007712-1,34,2,4,,,,
Q321007712-2,34,2,4,,,,
Q321007712-3,34,2,4,,,,
Q321007712-4,34,2,4,,,,
Q321007712-5,34,2,4,,,,
Q321007712-6,34,2,4,,,,
Q321007712-9,34,2,4,,,,
Q321007725-1,34,2,4,,,,
Q321007738-1,34,7,4,,,,
Q321007741-1,MTS,1,4,,,,
Q321007749-1,MTS,2,4,,,,
Q321007753-1,MTS,2,4,,,,
Q321007756-1,4,3,4,,,,
Q321007763-1,32,5,4,,,,
Q321007773-1,33,6,4,,,,
Q321007773-2,33,6,4,,,,
Q321007814-1,33,3,4,,,,
Q321007829-1,33,4,4,,,,
Q321007829-2,33,4,4,,,,
Q321007829-3,33,4,4,,,,
Q321007829-4,33,2,4,,,,
Q321007910-6,34,3,4,,,,
Q321007910-7,34,3,4,,,,
Q321007910-8,34,1,4,,,,
Q321007927-1,34,2,4,,,,
Q321007927-2,34,2,4,,,,
Q321007927-3,34,2,4,,,,
Q321007927-4,34,2,4,,,,
Q321007927-5,34,2,4,,,,
Q321007927-8,34,2,4,,,,
Q321007945-1,MTS,2,4,,,,
Q321007947-1,31,5,4,,,,
Q321007956-1,33,7,4,,,,
Q321007981-1,34,3,4,,,,
Q321007985-1,31,3,4,,,,
Q321007985-2,31,3,4,,,,
Q321008004-1,31,9,4,,,,
Q321008008-1,4,6,4,,,,
Q321008051-1,2,1,4,,,,
Q321008076-1,1,1,4,,,,
Q321008162-1,31,9,5,,,,
Q321008166-1,1,2,5,,,,
Q321008203-2,31,2,5,,,,
Q321008204-1,4,2,5,,,,
Q321008260-1,4,3,5,,,,
Q321008277-1,4,3,5,,,,
Q321008278-1,34,3,5,,,,
Q321008279-1,4,3,5,,,,
Q321008296-1,34,1,5,,,,
Q321008296-2,34,1,5,,,,
Q321008299-1,4,2,5,,,,
Q321008306-1,4,4,5,,,,
Q321008341-1,MTS,1,5,,,,
Q321008348-1,34,1,5,,,,
Q321008362-1,34,1,5,,,,
Q321008366-1,1,1,5,,,,
Q321008367-1,34,4,5,,,,
Q321008388-1,4,2,5,,,,
Q321008389-1,4,1,5,,,,
Q321008390-1,4,1,5,,,,
Q321008391-1,4,1,5,,,,
Q321008395-1,4,6,5,,,,
Q321008396-1,4,2,5,,,,
Q321008397-1,4,2,5,,,,
Q321008398-1,34,3,5,,,,
Q321008400-2,31,2,5,,,,
Q321008409-1,2,1,5,,,,
Q321008457-1,4,3,5,,,,
Q321008468-1,33,4,5,,,,
Q321008468-2,33,4,5,,,,
Q321008477-1,4,1,5,,,,
Q321008478-1,4,1,5,,,,
Q321008479-1,4,1,5,,,,
Q321008480-1,4,1,5,,,,
Q321008481-1,4,1,5,,,,
Q321008482-1,4,1,5,,,,
Q321008483-1,4,1,5,,,,
Q321008484-1,4,1,5,,,,
Q321008485-1,4,1,5,,,,
Q321008486-1,4,1,5,,,,
Q321008487-1,4,1,5,,,,
Q321008488-1,4,1,5,,,,
Q321008489-1,4,1,5,,,,
Q321008490-1,4,1,5,,,,
Q321008491-1,4,1,5,,,,
Q321008492-1,4,2,5,,,,
Q321008493-1,4,2,5,,,,
Q321008494-1,4,2,5,,,,
Q321008495-1,4,2,5,,,,
Q321008496-1,4,2,5,,,,
Q321008497-1,4,6,5,,,,
Q321008498-1,4,6,5,,,,
Q321008499-1,4,6,5,,,,
Q321008500-1,4,6,5,,,,
Q321008501-1,4,6,5,,,,
Q321008517-1,34,2,5,,,,
Q321008517-2,34,2,5,,,,
Q321008517-3,34,2,5,,,,
Q321008517-4,34,2,5,,,,
Q321008517-5,34,2,5,,,,
Q321008517-8,34,2,5,,,,
Q321008521-1,34,2,5,,,,
Q321008553-1,31,5,5,,,,
Q321008563-1,34,3,5,,,,
Q321008566-1,4,4,5,,,,
Q321008569-1,34,1,5,,,,
Q321008582-1,33,1,5,,,,
Q321008585-1,34,1,5,,,,
Q321008586-1,33,3,5,,,,
Q321008624-1,33,1,5,,,,
Q321008624-2,33,1,5,,,,
Q321008659-1,32,6,5,,,,
Q321008661-1,32,6,5,,,,
Q321008681-1,32,11,5,,,,
Q321008721-1,31,3,5,,,,
Q321008726-1,31,9,5,,,,
Q321008727-1,31,9,5,,,,
Q321008728-1,31,9,5,,,,
Q321008729-1,31,9,5,,,,
Q321008730-1,31,9,5,,,,
Q321008731-1,31,9,5,,,,
Q321008732-1,31,9,5,,,,
Q321008733-1,31,9,5,,,,
Q321008734-1,31,9,5,,,,
Q321008735-1,31,9,5,,,,
Q321008736-1,31,9,5,,,,
Q321008737-1,31,9,5,,,,
Q321008744-1,34,4,5,,,,
Q321008744-4,34,3,5,,,,
Q321008744-6,34,3,5,,,,
Q321008746-1,MTS,1,5,,,,
Q321008763-1,31,1,5,,,,
Q321008763-3,31,1,5,,,,
Q321008772-1,34,7,5,,,,
Q321008778-1,32,3,5,,,,
Q321008781-1,MTS,2,5,,,,
Q321008789-1,MTS,2,5,,,,
Q321008800-1,34,1,5,,,,
Q321008800-2,34,1,5,,,,
Q321008801-1,4,2,5,,,,
Q321008813-1,33,2,5,,,,
Q321008815-1,34,2,5,,,,
Q321008816-1,34,2,5,,,,
Q321008816-2,34,2,5,,,,
Q321008816-3,34,2,5,,,,
Q321008816-4,34,2,5,,,,
Q321008816-5,34,2,5,,,,
Q321008816-8,34,2,5,,,,
Q321008820-2,33,7,5,,,,
Q321008821-1,4,2,5,,,,
Q321008827-1,34,3,5,,,,
Q321008830-1,34,3,5,,,,
Q321008835-1,32,6,5,,,,
Q321008839-1,32,5,5,,,,
Q321008845-1,34,1,5,,,,
Q321008846-1,1,2,5,,,,
Q321008851-1,34,4,5,,,,
Q321008854-1,4,3,5,,,,
Q321008865-1,2,3,5,,,,
Q321008868-1,34,4,5,,,,
Q321008881-1,2,3,5,,,,
Q321008882-1,2,3,5,,,,
Q321008883-1,2,3,5,,,,
Q321008884-1,2,3,5,,,,
Q321008886-1,33,6,5,,,,
Q321008888-1,4,2,5,,,,
Q321008908-1,32,6,5,,,,
Q321008909-1,32,6,5,,,,
Q321008910-1,32,6,5,,,,
Q321008911-1,32,6,5,,,,
Q321008912-1,32,6,5,,,,
Q321008913-1,32,6,5,,,,
Q321008921-1,2,2,5,,,,
Q321008922-1,2,2,5,,,,
Q321008923-1,33,2,5,,,,
Q321008925-1,34,6,5,,,,
Q321008953-2,31,2,5,,,,
Q321008957-1,2,1,5,,,,
Q321008961-1,2,2,5,,,,
Q321008962-1,2,2,5,,,,
Q321008963-1,2,2,5,,,,
Q321008964-1,2,2,5,,,,
Q321008976-1,2,2,5,,,,
Q321008977-1,2,2,5,,,,
Q321008978-1,2,2,5,,,,
Q321008979-1,2,2,5,,,,
Q321008999-1,33,7,5,,,,
Q321009002-1,MTS,3,5,,,,
Q321009060-1,4,7,5,,,,
Q321009060-2,4,7,5,,,,
Q321009113-1,33,3,5,,,,
Q321009130-1,4,1,5,,,,
Q321009157-1,4,4,5,,,,
Q321009175-1,33,1,5,,,,
Q321009175-2,33,1,5,,,,
Q321009187-1,31,2,5,,,,
Q321009187-2,31,2,5,,,,
Q321009197-1,34,1,5,,,,
Q321009212-1,31,1,5,,,,
Q321009223-1,34,3,5,,,,
Q321009233-1,34,1,5,,,,
Q321009233-2,34,1,5,,,,
Q321009247-3,31,5,5,,,,
Q321009285-1,32,5,5,,,,
Q321009289-1,1,1,5,,,,
Q321009306-1,33,4,5,,,,
Q321009306-2,33,4,5,,,,
Q321009306-3,33,4,5,,,,
Q321009318-1,34,6,5,,,,
Q321009325-1,2,1,5,,,,
Q321009327-2,34,3,5,,,,
Q321009327-3,34,1,5,,,,
Q321009327-4,34,3,5,,,,
Q321009329-1,34,1,5,,,,
Q321009332-1,31,2,5,,,,
Q321009333-1,34,1,5,,,,
Q321009335-1,MTS,1,5,,,,
Q321009337-1,34,3,5,,,,
Q321009352-1,1,2,5,,,,
Q321009358-1,34,3,5,,,,
Q321009368-1,33,2,5,,,,
Q321009373-1,33,6,5,,,,
Q321009373-2,33,6,5,,,,
Q321009382-1,32,11,5,,,,
Q321009383-1,34,1,5,,,,
Q321009386-1,34,3,5,,,,
Q321009404-2,31,2,5,,,,
Q321009411-2,34,2,5,,,,
Q321009411-3,34,2,5,,,,
Q321009411-4,34,2,5,,,,
Q321009411-5,34,2,5,,,,
Q321009411-8,34,2,5,,,,
Q321009414-1,4,2,5,,,,
Q321009415-1,34,2,5,,,,
Q321009416-1,4,1,5,,,,
Q321009417-1,4,7,5,,,,
Q321009417-2,4,7,5,,,,
Q321009453-1,34,3,5,,,,
Q321009462-1,34,4,5,,,,
Q321009465-1,34,3,5,,,,
Q321009475-1,4,3,5,,,,
Q321009476-1,33,3,5,,,,
Q321009483-1,4,9,5,,,,
Q321009508-2,31,2,5,,,,
Q321009519-1,34,3,5,,,,
Q321009520-1,34,3,5,,,,
Q321009521-1,34,3,5,,,,
Q321009522-1,34,3,5,,,,
Q321009523-1,34,3,5,,,,
Q321009524-1,34,3,5,,,,
Q321009525-1,34,3,5,,,,
Q321009526-1,34,3,5,,,,
Q321009527-1,34,3,5,,,,
Q321009528-1,34,3,5,,,,
Q321009529-1,34,3,5,,,,
Q321009530-1,34,3,5,,,,
Q321009531-1,34,3,5,,,,
Q321009532-1,34,3,5,,,,
Q321009540-1,4,9,5,,,,
Q321009549-1,1,1,5,,,,
Q321009582-1,32,3,5,,,,
Q321009583-1,32,5,5,,,,
Q321009594-1,34,4,5,,,,
Q321009639-1,32,4,5,,,,
Q321009642-1,32,5,5,,,,
Q321009648-1,32,4,5,,,,
Q321009649-1,32,4,5,,,,
Q321009650-1,32,4,5,,,,
Q321009651-1,32,4,5,,,,
Q321009652-1,32,4,5,,,,
Q321009653-1,32,4,5,,,,
Q321009654-1,32,4,5,,,,
Q321009655-1,32,4,5,,,,
Q321009656-1,32,4,5,,,,
Q321009664-1,4,4,5,,,,
Q321009698-1,MTS,1,5,,,,
Q321009703-1,4,2,5,,,,
Q321009711-1,34,7,5,,,,
Q321009746-1,34,1,5,,,,
Q321009746-2,34,4,5,,,,
Q321009761-1,32,1,5,,,,
Q321009763-1,32,1,5,,,,
Q321009767-1,34,3,5,,,,
Q321009767-2,34,3,5,,,,
Q321009767-3,34,1,5,,,,
Q321009770-1,2,1,5,,,,
Q321009776-1,34,7,5,,,,
Q321009777-1,34,2,5,,,,
Q321009777-2,34,2,5,,,,
Q321009777-3,34,2,5,,,,
Q321009777-4,34,2,5,,,,
Q321009777-5,34,2,5,,,,
Q321009777-8,34,2,5,,,,
Q321009777-9,34,2,5,,,,
Q321009778-1,34,2,5,,,,
Q321009779-1,MTS,3,5,,,,
Q321009787-1,4,8,5,,,,
Q321009791-1,1,2,5,,,,
Q321009803-1,34,1,5,,,,
Q321009812-1,33,1,5,,,,
Q321009815-1,34,3,5,,,,
Q321009846-1,4,1,5,,,,
Q321009858-1,33,3,5,,,,
Q321009871-1,MTS,3,5,,,,
Q321009872-1,34,3,5,,,,
Q321009879-1,4,7,5,,,,
Q321009879-2,4,7,5,,,,
Q321009888-1,31,2,5,,,,
Q321009892-1,32,3,5,,,,
Q321009905-2,31,1,6,,,,
Q321009966-1,4,2,6,,,,
Q321009974-1,4,3,6,,,,
Q321009977-1,31,1,6,,,,
Q321010001-1,34,2,6,,,,
Q321010001-2,34,2,6,,,,
Q321010001-3,34,2,6,,,,
Q321010001-4,34,2,6,,,,
Q321010005-1,34,2,6,,,,
Q321010065-1,34,1,6,,,,
Q321010094-1,1,1,6,,,,
Q321010106-1,33,6,6,,,,
Q321010106-2,33,6,6,,,,
Q321010126-1,34,4,6,,,,
Q321010143-1,MTS,1,6,,,,
Q321010148-1,31,2,6,,,,
Q321010148-10,31,2,6,,,,
Q321010148-2,31,2,6,,,,
Q321010148-3,31,2,6,,,,
Q321010148-4,31,2,6,,,,
Q321010148-5,31,2,6,,,,
Q321010148-6,31,2,6,,,,
Q321010148-7,31,2,6,,,,
Q321010148-8,31,2,6,,,,
Q321010148-9,31,2,6,,,,
Q321010177-2,33,6,6,,,,
Q321010187-1,4,2,6,,,,
Q321010197-1,34,1,6,,,,
Q321010202-1,31,2,6,,,,
Q321010205-1,31,1,6,,,,
Q321010210-1,4,4,6,,,,
Q321010229-2,1,2,6,,,,
Q321010251-1,32,3,6,,,,
Q321010253-1,4,3,6,,,,
Q321010275-3,34,4,6,,,,
Q321010278-2,34,3,6,,,,
Q321010285-1,34,1,6,,,,
Q321010287-1,34,3,6,,,,
Q321010297-1,34,3,6,,,,
Q321010322-1,33,2,6,,,,
Q321010331-1,31,10,6,,,,
Q321010333-1,31,10,6,,,,
Q321010391-1,MTS,1,6,,,,
Q321010413-1,31,8,6,,,,
Q321010423-1,4,1,6,,,,
Q321010424-1,4,7,6,,,,
Q321010424-2,4,7,6,,,,
Q321010437-1,4,3,6,,,,
Q321010455-3,33,3,6,,,,
Q321010472-1,31,7,6,,,,
Q321010505-1,34,3,6,,,,
Q321010549-1,34,1,6,,,,
Q321010552-1,33,3,6,,,,
Q321010558-1,31,10,6,,,,
Q321010560-1,31,1,6,,,,
Q321010566-1,31,10,6,,,,
Q321010568-1,31,10,6,,,,
Q321010569-1,31,10,6,,,,
Q321010572-1,31,10,6,,,,
Q321010579-1,4,2,6,,,,
Q321010586-1,34,7,6,,,,
Q321010587-1,34,7,6,,,,
Q321010588-1,34,7,6,,,,
Q321010589-1,34,7,6,,,,
Q321010601-1,MTS,3,6,,,,
Q321010645-1,34,4,6,,,,
Q321010645-4,34,1,6,,,,
Q321010645-5,34,3,6,,,,
Q321010649-1,33,1,6,,,,
Q321010649-2,33,1,6,,,,
Q321010697-1,4,4,6,,,,
Q321010702-1,32,5,6,,,,
Q321010716-1,4,2,6,,,,
Q321010718-1,1,1,6,,,,
Q321010744-3,34,3,6,,,,
Q321010756-1,31,1,6,,,,
Q321010757-1,31,8,6,,,,
Q321010757-2,31,8,6,,,,
Q321010787-1,34,4,6,,,,
Q321010787-2,34,1,6,,,,
Q321010817-1,34,2,6,,,,
Q321010817-2,34,2,6,,,,
Q321010817-3,34,2,6,,,,
Q321010817-4,34,2,6,,,,
Q321010818-1,4,1,6,,,,
Q321010821-1,4,7,6,,,,
Q321010821-2,4,7,6,,,,
Q321010842-1,MTS,1,6,,,,
Q321010886-1,33,2,6,,,,
Q321010914-1,31,8,6,,,,
Q321010927-1,31,8,6,,,,
Q321010927-3,31,6,6,,,,
Q321010929-1,33,3,6,,,,
Q321010950-1,2,1,6,,,,
Q321010954-1,31,3,6,,,,
Q321010956-1,32,3,6,,,,
Q321010958-3,34,3,6,,,,
Q321010983-1,4,4,6,,,,
Q321010985-1,31,1,6,,,,
Q321010985-2,31,1,6,,,,
Q321011083-1,33,1,6,,,,
Q321011128-1,4,2,6,,,,
Q321011141-1,34,3,6,,,,
Q321011182-1,34,4,6,,,,
Q321011182-2,34,1,6,,,,
Q321011205-1,32,5,6,,,,
Q321011212-1,MTS,1,6,,,,
Q321011216-1,33,2,6,,,,
Q321011222-1,34,3,6,,,,
Q321011222-2,34,3,6,,,,
Q321011232-1,31,8,6,,,,
Q321011256-1,1,1,6,,,,
Q321011262-1,2,1,6,,,,
Q321011282-1,2,1,6,,,,
Q321011283-1,2,1,6,,,,
Q321011284-1,2,1,6,,,,
Q321011285-1,2,1,6,,,,
Q321011286-1,2,1,6,,,,
Q321011314-1,34,3,6,,,,
Q321011315-1,4,3,6,,,,
Q321011325-1,4,8,6,,,,
Q321011329-1,33,6,6,,,,
Q321011329-2,33,6,6,,,,
Q321011356-1,34,6,6,,,,
Q321011363-1,1,2,6,,,,
Q321011367-1,34,2,6,,,,
Q321011367-2,34,2,6,,,,
Q321011367-3,34,2,6,,,,
Q321011367-4,34,2,6,,,,
Q321011369-1,4,1,6,,,,
Q321011372-1,4,7,6,,,,
Q321011372-2,4,7,6,,,,
Q321011383-1,4,5,6,,,,
Q321011394-1,4,2,6,,,,
Q321011397-1,4,1,6,,,,
Q321011398-2,4,1,6,,,,
Q321011400-1,4,6,6,,,,
Q321011819-1,4,2,7,,,,
Q321011876-1,1,1,7,,,,
Q321011839-1,2,3,7,,,,
Q321011840-1,2,3,7,,,,
Q321011841-1,2,3,7,,,,
Q321011842-1,2,3,7,,,,
Q321011851-1,33,2,7,,,,
Q321011851-2,33,2,7,,,,
Q321011862-1,4,One-Off,7,,,,
Q321011902-1,2,2,7,,,,
Q321011905-1,2,2,7,,,,
Q321011896-1,31,One-Off,7,,,,
Q321011926-1,31,10,7,,,,
Q321011931-1,31,One-Off,7,,,,
Q321011935-1,31,1,7,,,,
Q321011918-1,33,3,7,,,,
Q321011939-1,4,9,7,,,,
Q321012055-1,1,2,7,,,,
Q321012053-1,32,One-Off,7,,,,
Q321011997-1,33,6,7,,,,
Q321011997-2,33,6,7,,,,
Q321012028-1,33,6,7,,,,
Q321012028-2,33,6,7,,,,
Q321012046-1,34,2,7,,,,
Q321012046-2,34,2,7,,,,
Q321012046-3,34,2,7,,,,
Q321012046-4,34,2,7,,,,
Q321012046-5,34,2,7,,,,
Q321012046-8,34,2,7,,,,
Q321012052-1,34,2,7,,,,
Q321011952-1,4,One-Off,7,,,,
Q321012084-1,31,One-Off,7,,,,
Q321012180-1,31,One-Off,7,,,,
Q321012182-1,31,One-Off,7,,,,
Q321012183-1,31,One-Off,7,,,,
Q321012148-1,34,1,7,,,,
Q321012156-1,34,1,7,,,,
Q321012126-1,4,1,7,,,,
Q321012126-2,4,1,7,,,,
Q321012127-1,4,1,7,,,,
Q321012128-1,4,1,7,,,,
Q321012129-1,4,5,7,,,,
Q321012131-1,4,1,7,,,,
Q321012133-1,4,7,7,,,,
Q321012133-2,4,7,7,,,,
Q321012134-1,4,1,7,,,,
Q321012140-1,4,4,7,,,,
Q321012085-1,5,1,7,,,,
Q321012085-2,5,1,7,,,,
Q321012085-3,5,1,7,,,,
Q321012298-1,1,One-Off,7,,,,
Q321012275-1,31,One-Off,7,,,,
Q321012282-1,31,10,7,,,,
Q321012285-1,31,10,7,,,,
Q321012292-1,31,10,7,,,,
Q321012293-1,31,10,7,,,,
Q321012296-1,31,10,7,,,,
Q321012263-1,32,One-Off,7,,,,
Q321012291-1,32,One-Off,7,,,,
Q321012271-1,33,3,7,,,,
Q321012247-1,34,1,7,,,,
Q321012247-2,34,1,7,,,,
Q321012249-3,34,1,7,,,,
Q321012249-4,34,1,7,,,,
Q321012261-1,34,1,7,,,,
Q321012295-3,34,1,7,,,,
Q321012301-1,34,1,7,,,,
Q321012310-1,4,One-Off,7,,,,
Q321012312-1,4,One-Off,7,,,,
Q321012314-1,32,One-Off,7,,,,
Q321012324-1,32,One-Off,7,,,,
Q321012340-1,33,2,7,,,,
Q321012341-1,33,One-Off,7,,,,
Q321012345-1,33,4,7,,,,
Q321012345-2,33,4,7,,,,
Q321012295-5,34,3,7,,,,
Q321012295-6,34,1,7,,,,
Q321012375-1,4,2,7,,,,
Q321012375-2,4,2,7,,,,
Q321012437-1,31,1,7,,,,
Q321012388-1,32,One-Off,7,,,,
Q321012434-1,4,9,7,,,,
Q321012298-2,1,One-Off,7,,,,
Q321012488-1,1,2,7,,,,
Q321012499-1,31,10,7,,,,
Q321012497-1,33,1,7,,,,
Q321012496-1,34,One-Off,7,,,,
Q321012662-1,34,3,7,,,,
Q321012662-2,34,3,7,,,,
Q321012662-3,34,3,7,,,,
Q321012667-1,4,3,7,,,,
Q321012699-1,34,2,7,,,,
Q321012699-2,34,2,7,,,,
Q321012699-3,34,2,7,,,,
Q321012699-5,34,2,7,,,,
Q321012699-6,34,2,7,,,,
Q321012699-7,34,2,7,,,,
Q321012700-1,34,2,7,,,,
Q321012705-1,34,1,7,,,,
Q321012725-1,33,4,7,,,,
Q321012725-2,33,4,7,,,,
Q321012662-4,34,3,7,,,,
Q321012662-5,34,One-Off,7,,,,
Q321012662-6,34,One-Off,7,,,,
Q321012662-8,34,One-Off,7,,,,
Q321012708-2,34,3,7,,,,
Q321012716-1,4,1,7,,,,
Q321012720-1,4,4,7,,,,
Q321012721-1,4,5,7,,,,
Q321012740-1,4,One-Off,7,,,,
Q321012741-1,4,1,7,,,,
Q321012741-2,4,1,7,,,,
Q321012756-1,4,1,7,,,,
Q321012829-1,1,1,7,,,,
Q321012811-1,32,5,7,,,,
Q321012792-1,33,One-Off,7,,,,
Q321012792-2,33,One-Off,7,,,,
Q321012835-1,33,One-Off,7,,,,
Q321012835-2,33,One-Off,7,,,,
Q321012828-1,34,1,7,,,,
Q321012839-1,32,One-Off,7,,,,
Q321012856-1,32,One-Off,7,,,,
Q321012858-1,34,One-Off,7,,,,
Q321012859-1,32,One-Off,7,,,,
Q321012872-1,34,One-Off,7,,,,
Q321012878-1,31,One-Off,7,,,,
Q321012896-1,1,2,7,,,,
Q321012909-1,2,One-Off,7,,,,
Q321012705-2,34,1,7,,,,
Q321012705-3,34,One-Off,7,,,,
Q321012705-4,34,1,7,,,,
Q321012915-2,34,One-Off,7,,,,
Q321012928-1,34,One-Off,7,,,,
Q321012997-1,31,3,7,,,,
Q321013009-1,33,6,7,,,,
Q321012961-1,4,One-Off,7,,,,
Q321013037-1,31,1,7,,,,
Q321013071-1,31,One-Off,7,,,,
Q321013031-1,33,3,7,,,,
Q321013077-1,33,1,7,,,,
Q321013077-2,33,1,7,,,,
Q321013054-1,4,3,7,,,,
Q321013057-1,4,One-Off,7,,,,
Q321013088-1,2,One-Off,7,,,,
Q321013133-1,33,One-Off,7,,,,
Q321013105-1,34,One-Off,7,,,,
Q321013105-2,34,One-Off,7,,,,
Q321013134-1,34,6,7,,,,
Q321013209-1,2,One-Off,7,,,,
Q321013153-1,33,6,7,,,,
Q321013153-2,33,6,7,,,,
Q321013105-3,34,One-Off,7,,,,
Q321013208-1,4,One-Off,7,,,,
Q321013213-1,4,One-Off,7,,,,
Q321013205-1,5,1,7,,,,
Q321013205-2,5,1,7,,,,
Q321013205-3,5,1,7,,,,
Q321013262-3,34,4,8,,,,
Q321013262-4,34,One-Off,8,,,,
Q321013262-5,34,3,8,,,,
Q321013262-6,34,3,8,,,,
Q321013262-8,34,3,8,,,,
Q321013267-1,34,1,8,,,,
